cd_cvm,name,year_prev,year_curr,cosine_similarity,chars_prev,chars_curr,diagnostic_prev,diagnostic_curr,cosine_similarity_expanding
22055,Marisa Lojas SA,2011,2012,0.959,11650,14865,font_heading,font_heading,0.9602
22055,Marisa Lojas SA,2012,2013,0.0184,14865,5274,font_heading,regex_only,0.0213
22055,Marisa Lojas SA,2013,2014,0.0277,5274,5125,regex_only,font_heading,0.0324
22055,Marisa Lojas SA,2014,2015,0.774,5125,5964,font_heading,font_heading,0.7863
22055,Marisa Lojas SA,2015,2016,0.0196,5964,391,font_heading,regex_only,0.022
22055,Marisa Lojas SA,2016,2019,0.0236,391,11089,regex_only,font_heading,0.0243
22055,Marisa Lojas SA,2019,2020,0.0954,11089,2414,font_heading,font_heading,0.0914
22055,Marisa Lojas SA,2020,2021,0.0496,2414,12910,font_heading,font_heading,0.0477
22055,Marisa Lojas SA,2021,2022,0.9157,12910,11805,font_heading,font_heading,0.915
22055,Marisa Lojas SA,2022,2023,0.8882,11805,11954,font_heading,font_heading,0.8873
22055,Marisa Lojas SA,2023,2024,0.7803,11954,8016,font_heading,font_heading,0.7809
22055,Marisa Lojas SA,2024,2025,0.9259,8016,7893,font_heading,font_heading,0.9259
22136,Tereos Internacional SA,2011,2012,0.2694,11942,14500,regex_only,regex_only,0.266
22136,Tereos Internacional SA,2012,2013,0.123,14500,8577,regex_only,regex_only,0.1306
22136,Tereos Internacional SA,2013,2014,0.1026,8577,10567,regex_only,regex_only,0.1072
22136,Tereos Internacional SA,2014,2015,0.0292,10567,550,regex_only,font_heading,0.0303
22136,Tereos Internacional SA,2015,2016,0.0344,550,8787,font_heading,regex_only,0.0302
22187,PRIO,2010,2011,0.9928,25171,24522,font_heading,font_heading,0.9931
22187,PRIO,2011,2012,0.9958,24522,25686,font_heading,font_heading,0.9961
22187,PRIO,2012,2013,0.0526,25686,196,font_heading,regex_only,0.0756
22187,PRIO,2013,2014,0.176,196,10396,regex_only,font_heading,0.1803
22187,PRIO,2014,2015,0.3499,10396,3533,font_heading,font_heading,0.3596
22187,PRIO,2015,2016,0.8558,3533,2606,font_heading,font_heading,0.8714
22187,PRIO,2016,2017,0.7031,2606,5768,font_heading,font_heading,0.7018
22187,PRIO,2017,2018,0.8423,5768,4603,font_heading,font_heading,0.8489
22187,PRIO,2018,2019,0.6574,4603,2713,font_heading,font_heading,0.6634
22187,PRIO,2019,2020,0.124,2713,8563,font_heading,font_heading,0.1309
22187,PRIO,2020,2021,0.8265,8563,9064,font_heading,font_heading,0.8272
22349,AZZAS 2154,2010,2011,0.0975,3158,6185,font_heading,regex_only,0.1076
22349,AZZAS 2154,2011,2012,0.1061,6185,3116,regex_only,font_heading,0.1071
22349,AZZAS 2154,2012,2013,0.918,3116,3040,font_heading,font_heading,0.9237
22349,AZZAS 2154,2013,2014,0.8641,3040,4019,font_heading,font_heading,0.8641
22349,AZZAS 2154,2014,2015,0.9341,4019,3375,font_heading,font_heading,0.9348
22349,AZZAS 2154,2015,2016,0.9534,3375,3226,font_heading,font_heading,0.9548
22349,AZZAS 2154,2016,2017,0.875,3226,4863,font_heading,font_heading,0.8709
22349,AZZAS 2154,2017,2018,0.8204,4863,6709,font_heading,font_heading,0.8037
22349,AZZAS 2154,2018,2019,0.9242,6709,5976,font_heading,font_heading,0.9258
22349,AZZAS 2154,2019,2020,0.8007,5976,7492,font_heading,font_heading,0.7992
22349,AZZAS 2154,2020,2021,0.9478,7492,6852,font_heading,font_heading,0.9478
22349,AZZAS 2154,2021,2022,0.9253,6852,6314,font_heading,font_heading,0.9253
22349,AZZAS 2154,2022,2023,0.9671,6314,6276,font_heading,font_heading,0.9665
22349,AZZAS 2154,2023,2024,0.7324,6276,7794,font_heading,font_heading,0.7306
22357,ALLOS,2010,2011,0.7762,9743,5377,font_heading,font_heading,0.7871
22357,ALLOS,2011,2012,0.9099,5377,8474,font_heading,font_heading,0.9048
22357,ALLOS,2012,2013,0.9388,8474,10674,font_heading,font_heading,0.9394
22357,ALLOS,2013,2014,0.9299,10674,9256,font_heading,font_heading,0.9292
22357,ALLOS,2014,2015,0.987,9256,8449,font_heading,font_heading,0.9871
22357,ALLOS,2015,2016,0.756,8449,5021,font_heading,font_heading,0.7596
22357,ALLOS,2016,2017,0.9227,5021,6107,font_heading,font_heading,0.9277
22357,ALLOS,2017,2018,0.9641,6107,6544,font_heading,font_heading,0.9649
22357,ALLOS,2018,2020,0.0892,6544,219,font_heading,regex_only,0.093
22357,ALLOS,2020,2022,0.1104,219,9626,regex_only,font_heading,0.1093
22357,ALLOS,2022,2023,0.5582,9626,8340,font_heading,font_heading,0.6545
22357,ALLOS,2023,2024,0.8907,8340,11962,font_heading,font_heading,0.8906
22365,Enauta Participacoes SA,2010,2011,0.8289,6100,4219,font_heading,font_heading,0.8372
22365,Enauta Participacoes SA,2011,2012,0.2383,4219,639,font_heading,font_heading,0.2383
22365,Enauta Participacoes SA,2012,2013,0.4382,639,1506,font_heading,font_heading,0.4323
22365,Enauta Participacoes SA,2013,2014,0.8245,1506,1872,font_heading,font_heading,0.84
22365,Enauta Participacoes SA,2014,2015,0.807,1872,2775,font_heading,font_heading,0.8118
22365,Enauta Participacoes SA,2015,2016,0.9622,2775,3194,font_heading,font_heading,0.9603
22365,Enauta Participacoes SA,2016,2017,0.9971,3194,3190,font_heading,font_heading,0.9969
22365,Enauta Participacoes SA,2017,2018,0.9951,3190,3222,font_heading,font_heading,0.9951
22365,Enauta Participacoes SA,2018,2019,0.1101,3222,10997,font_heading,regex_only,0.1181
22365,Enauta Participacoes SA,2019,2020,0.1105,10997,4126,regex_only,font_heading,0.1152
22365,Enauta Participacoes SA,2020,2021,0.1105,4126,10361,font_heading,regex_only,0.1093
22365,Enauta Participacoes SA,2021,2022,0.2214,10361,11951,regex_only,font_heading,0.2232
22365,Enauta Participacoes SA,2022,2023,0.9158,11951,15857,font_heading,font_heading,0.9162
22470,MAGAZ LUIZA,2010,2011,0.6032,4507,5336,font_heading,font_heading,0.6206
22470,MAGAZ LUIZA,2011,2012,0.7331,5336,5271,font_heading,font_heading,0.7432
22470,MAGAZ LUIZA,2012,2013,0.8633,5271,6602,font_heading,font_heading,0.8739
22470,MAGAZ LUIZA,2013,2014,0.5231,6602,4043,font_heading,font_heading,0.5387
22470,MAGAZ LUIZA,2014,2015,0.6995,4043,5840,font_heading,font_heading,0.6913
22470,MAGAZ LUIZA,2015,2016,0.7647,5840,5313,font_heading,font_heading,0.7906
22470,MAGAZ LUIZA,2016,2017,0.8272,5313,4981,font_heading,font_heading,0.8263
22470,MAGAZ LUIZA,2017,2018,0.7671,4981,3489,font_heading,font_heading,0.7661
22470,MAGAZ LUIZA,2018,2019,0.7249,3489,2984,font_heading,font_heading,0.7291
22470,MAGAZ LUIZA,2019,2020,0.0469,2984,2709,font_heading,regex_only,0.0475
22470,MAGAZ LUIZA,2020,2021,0.0716,2709,3599,regex_only,font_heading,0.0705
22470,MAGAZ LUIZA,2021,2022,0.0995,3599,6769,font_heading,regex_only,0.1027
22470,MAGAZ LUIZA,2022,2023,0.9838,6769,7978,regex_only,regex_only,0.9839
22470,MAGAZ LUIZA,2023,2024,0.9399,7978,8837,regex_only,regex_only,0.9397
22691,Companhia de Locação das Américas (Locamerica),2010,2011,0.9053,7703,7769,font_heading,font_heading,0.9151
22691,Companhia de Locação das Américas (Locamerica),2011,2012,0.9385,7769,7887,font_heading,font_heading,0.9461
22691,Companhia de Locação das Américas (Locamerica),2012,2013,0.8575,7887,4981,font_heading,font_heading,0.8641
22691,Companhia de Locação das Américas (Locamerica),2013,2014,0.8926,4981,6476,font_heading,font_heading,0.8995
22691,Companhia de Locação das Américas (Locamerica),2014,2015,0.6151,6476,5294,font_heading,font_heading,0.6207
22691,Companhia de Locação das Américas (Locamerica),2015,2016,0.9444,5294,5539,font_heading,font_heading,0.9471
22691,Companhia de Locação das Américas (Locamerica),2016,2017,0.9485,5539,7316,font_heading,font_heading,0.9484
22691,Companhia de Locação das Américas (Locamerica),2017,2018,0.1423,7316,1448,font_heading,regex_only,0.1414
22691,Companhia de Locação das Américas (Locamerica),2018,2019,0.9571,1448,1533,regex_only,regex_only,0.9586
22691,Companhia de Locação das Américas (Locamerica),2019,2020,0.0673,1533,1056,regex_only,regex_only,0.0719
22691,Companhia de Locação das Américas (Locamerica),2020,2021,0.0887,1056,15139,regex_only,regex_only,0.0885
22691,Companhia de Locação das Américas (Locamerica),2021,2022,0.1139,15139,12373,regex_only,font_heading,0.1128
22691,Companhia de Locação das Américas (Locamerica),2022,2023,0.917,12373,12467,font_heading,font_heading,0.9177
22691,Companhia de Locação das Américas (Locamerica),2023,2024,0.0559,12467,4902,font_heading,regex_only,0.0548
23035,Stone Corporate SPE SA,2011,2012,0.544,1548,3083,font_heading,font_heading,0.5413
23035,Stone Corporate SPE SA,2012,2013,0.9667,3083,2827,font_heading,font_heading,0.9665
23035,Stone Corporate SPE SA,2013,2014,0.8772,2827,3313,font_heading,font_heading,0.8802
23035,Stone Corporate SPE SA,2014,2015,0.9651,3313,3145,font_heading,font_heading,0.9673
23035,Stone Corporate SPE SA,2015,2016,0.7728,3145,6910,font_heading,font_heading,0.7804
23035,Stone Corporate SPE SA,2016,2017,0.952,6910,8053,font_heading,font_heading,0.9508
23035,Stone Corporate SPE SA,2017,2018,0.0883,8053,13516,font_heading,regex_only,0.0837
23035,Stone Corporate SPE SA,2018,2019,0.1058,13516,9822,regex_only,regex_only,0.1006
23140,Smiles S.A.,2014,2015,0.1754,1706,10693,font_heading,regex_only,0.1744
23140,Smiles S.A.,2015,2016,0.1921,10693,11862,regex_only,regex_only,0.1846
23221,Ser Educacional SA,2010,2011,1.0,950,996,font_heading,font_heading,1.0
23221,Ser Educacional SA,2011,2012,0.9767,996,990,font_heading,font_heading,0.9777
23221,Ser Educacional SA,2012,2013,0.5429,990,2355,font_heading,font_heading,0.5272
23221,Ser Educacional SA,2013,2014,0.8805,2355,2210,font_heading,font_heading,0.8874
23221,Ser Educacional SA,2014,2015,0.734,2210,5455,font_heading,font_heading,0.7417
23221,Ser Educacional SA,2015,2016,0.8574,5455,6069,font_heading,font_heading,0.8684
23221,Ser Educacional SA,2016,2017,0.8207,6069,5770,font_heading,font_heading,0.8235
23221,Ser Educacional SA,2017,2018,0.9413,5770,5636,font_heading,font_heading,0.9374
23221,Ser Educacional SA,2018,2019,0.9728,5636,5825,font_heading,font_heading,0.9734
23221,Ser Educacional SA,2019,2020,0.899,5825,8169,font_heading,font_heading,0.8986
23221,Ser Educacional SA,2020,2021,0.747,8169,5708,font_heading,font_heading,0.7435
23221,Ser Educacional SA,2021,2022,0.4061,5708,2008,font_heading,font_heading,0.4103
23221,Ser Educacional SA,2022,2023,0.3915,2008,4323,font_heading,font_heading,0.3962
23221,Ser Educacional SA,2023,2024,0.8875,4323,3784,font_heading,font_heading,0.8879
23221,Ser Educacional SA,2024,2025,0.9439,3784,3568,font_heading,font_heading,0.9439
23248,Anima Holding SA,2012,2014,0.6511,4867,3242,font_heading,font_heading,0.6465
23248,Anima Holding SA,2014,2015,0.8068,3242,4576,font_heading,font_heading,0.8182
23248,Anima Holding SA,2015,2016,0.8448,4576,4654,font_heading,font_heading,0.8448
23248,Anima Holding SA,2016,2017,0.9016,4654,4191,font_heading,font_heading,0.916
23248,Anima Holding SA,2017,2018,0.7672,4191,6872,font_heading,font_heading,0.7701
23248,Anima Holding SA,2018,2019,0.8261,6872,8228,font_heading,font_heading,0.8262
23248,Anima Holding SA,2019,2020,0.6561,8228,10486,font_heading,font_heading,0.671
23248,Anima Holding SA,2020,2021,0.6823,10486,11302,font_heading,font_heading,0.6843
23248,Anima Holding SA,2021,2022,0.841,11302,15595,font_heading,font_heading,0.8574
23248,Anima Holding SA,2022,2023,0.0939,15595,2478,font_heading,font_heading,0.0937
23248,Anima Holding SA,2023,2024,0.0381,2478,15320,font_heading,font_heading,0.0368
23248,Anima Holding SA,2024,2025,0.9297,15320,11777,font_heading,font_heading,0.9297
23264,AMBEV S/A,2012,2013,0.126,11137,2247,regex_only,font_heading,0.1315
23264,AMBEV S/A,2013,2014,0.9354,2247,2076,font_heading,font_heading,0.942
23264,AMBEV S/A,2014,2015,0.9703,2076,1633,font_heading,font_heading,0.9705
23264,AMBEV S/A,2015,2016,0.9346,1633,1715,font_heading,font_heading,0.9363
23264,AMBEV S/A,2016,2017,0.9997,1715,1712,font_heading,font_heading,0.9996
23264,AMBEV S/A,2017,2018,0.9483,1712,2042,font_heading,font_heading,0.9499
23264,AMBEV S/A,2018,2019,0.9164,2042,2143,font_heading,font_heading,0.9198
23264,AMBEV S/A,2019,2020,0.7768,2143,4024,font_heading,font_heading,0.7751
23264,AMBEV S/A,2020,2021,0.0917,4024,24896,font_heading,regex_only,0.0914
23264,AMBEV S/A,2021,2022,0.0665,24896,3299,regex_only,font_heading,0.066
23264,AMBEV S/A,2022,2023,0.9624,3299,3718,font_heading,font_heading,0.9632
23264,AMBEV S/A,2023,2024,0.9774,3718,3657,font_heading,font_heading,0.9779
23272,LOG Commercial Properties e Participações,2012,2013,0.8768,6314,9811,font_heading,font_heading,0.8696
23272,LOG Commercial Properties e Participações,2013,2014,0.981,9811,11470,font_heading,font_heading,0.9793
23272,LOG Commercial Properties e Participações,2014,2015,0.9381,11470,11052,font_heading,font_heading,0.936
23272,LOG Commercial Properties e Participações,2015,2016,0.9366,11052,12814,font_heading,font_heading,0.9385
23272,LOG Commercial Properties e Participações,2016,2017,0.8,12814,11956,font_heading,font_heading,0.7833
23272,LOG Commercial Properties e Participações,2017,2018,0.9547,11956,13009,font_heading,font_heading,0.9547
23272,LOG Commercial Properties e Participações,2018,2019,0.653,13009,11049,font_heading,font_heading,0.6569
23272,LOG Commercial Properties e Participações,2019,2020,0.9159,11049,7581,font_heading,font_heading,0.916
23272,LOG Commercial Properties e Participações,2020,2021,0.3093,7581,1338,font_heading,font_heading,0.3098
23272,LOG Commercial Properties e Participações,2021,2022,0.2822,1338,7701,font_heading,font_heading,0.2805
23272,LOG Commercial Properties e Participações,2022,2023,0.8959,7701,8311,font_heading,font_heading,0.8971
23272,LOG Commercial Properties e Participações,2023,2024,0.641,8311,9409,font_heading,font_heading,0.6406
23310,CVC Brasil Operadora e Agência de Viagens S.A.,2012,2013,0.9555,1648,1668,font_heading,font_heading,0.9533
23310,CVC Brasil Operadora e Agência de Viagens S.A.,2013,2014,0.8242,1668,966,font_heading,font_heading,0.8186
23310,CVC Brasil Operadora e Agência de Viagens S.A.,2014,2015,0.0967,966,932,font_heading,font_heading,0.0903
23310,CVC Brasil Operadora e Agência de Viagens S.A.,2015,2016,0.8196,932,1779,font_heading,font_heading,0.8211
23310,CVC Brasil Operadora e Agência de Viagens S.A.,2016,2017,0.0376,1779,6383,font_heading,regex_only,0.0301
23310,CVC Brasil Operadora e Agência de Viagens S.A.,2017,2018,0.28,6383,11313,regex_only,font_heading,0.3075
23310,CVC Brasil Operadora e Agência de Viagens S.A.,2018,2019,0.5723,11313,69472,font_heading,font_heading,0.5662
23310,CVC Brasil Operadora e Agência de Viagens S.A.,2019,2020,0.1262,69472,1518,font_heading,regex_only,0.1167
23310,CVC Brasil Operadora e Agência de Viagens S.A.,2020,2021,0.0785,1518,9375,regex_only,font_heading,0.0788
23310,CVC Brasil Operadora e Agência de Viagens S.A.,2021,2022,0.0519,9375,520,font_heading,regex_only,0.0512
23310,CVC Brasil Operadora e Agência de Viagens S.A.,2022,2023,0.1782,520,8866,regex_only,font_heading,0.1776
23310,CVC Brasil Operadora e Agência de Viagens S.A.,2023,2024,0.7573,8866,7691,font_heading,font_heading,0.7572
23450,Rumo Logistica Operadora Multimodal SA,2013,2014,0.8275,2642,2768,font_heading,font_heading,0.8276
23450,Rumo Logistica Operadora Multimodal SA,2014,2015,0.1023,2768,3870,font_heading,font_heading,0.0969
23485,Cosan Logistica SA,2013,2014,0.8303,2554,2602,font_heading,font_heading,0.83
23485,Cosan Logistica SA,2014,2015,0.1315,2602,3870,font_heading,font_heading,0.1274
23485,Cosan Logistica SA,2015,2016,0.2455,3870,7659,font_heading,font_heading,0.2446
23485,Cosan Logistica SA,2016,2017,0.7787,7659,7828,font_heading,font_heading,0.773
23485,Cosan Logistica SA,2017,2018,0.8254,7828,7718,font_heading,font_heading,0.8229
23485,Cosan Logistica SA,2018,2019,0.5261,7718,4669,font_heading,font_heading,0.5246
23574,International Meal Co Alimentacao SA,2011,2012,0.9884,1764,1713,font_heading,font_heading,0.9858
23574,International Meal Co Alimentacao SA,2012,2013,0.8566,1713,3269,font_heading,font_heading,0.8525
23574,International Meal Co Alimentacao SA,2013,2014,0.5253,3269,4939,font_heading,font_heading,0.5921
23574,International Meal Co Alimentacao SA,2014,2015,0.9669,4939,5339,font_heading,font_heading,0.9669
23574,International Meal Co Alimentacao SA,2015,2016,0.7255,5339,2777,font_heading,font_heading,0.7321
23574,International Meal Co Alimentacao SA,2016,2017,0.8704,2777,3216,font_heading,font_heading,0.8717
23574,International Meal Co Alimentacao SA,2017,2018,0.9602,3216,3485,font_heading,font_heading,0.9605
23574,International Meal Co Alimentacao SA,2018,2019,0.8357,3485,5354,font_heading,font_heading,0.8365
23574,International Meal Co Alimentacao SA,2019,2020,0.7412,5354,1957,font_heading,font_heading,0.742
23574,International Meal Co Alimentacao SA,2020,2021,0.0076,1957,3305,font_heading,regex_only,0.0076
23574,International Meal Co Alimentacao SA,2021,2022,0.1005,3305,14053,regex_only,font_heading,0.1085
23574,International Meal Co Alimentacao SA,2022,2023,0.915,14053,18550,font_heading,font_heading,0.9154
23574,International Meal Co Alimentacao SA,2023,2024,0.7606,18550,10432,font_heading,font_heading,0.7601
23574,International Meal Co Alimentacao SA,2024,2025,0.9084,10432,9795,font_heading,font_heading,0.9084
23825,Movida Participacoes SA,2014,2015,0.2149,51415,1685,font_heading,font_heading,0.2103
23825,Movida Participacoes SA,2015,2016,0.6049,1685,4320,font_heading,font_heading,0.5878
23825,Movida Participacoes SA,2016,2017,0.3307,4320,13085,font_heading,font_heading,0.3312
23825,Movida Participacoes SA,2017,2018,0.5502,13085,53514,font_heading,font_heading,0.5497
23825,Movida Participacoes SA,2018,2019,0.4334,53514,10734,font_heading,font_heading,0.4271
23825,Movida Participacoes SA,2019,2020,0.8077,10734,13222,font_heading,font_heading,0.8099
23825,Movida Participacoes SA,2020,2021,0.8338,13222,14911,font_heading,font_heading,0.8372
23825,Movida Participacoes SA,2021,2022,0.8685,14911,20457,font_heading,font_heading,0.8696
23825,Movida Participacoes SA,2022,2023,0.9018,20457,21100,font_heading,font_heading,0.9017
23825,Movida Participacoes SA,2023,2024,0.2187,21100,3586,font_heading,regex_only,0.2179
24112,Azul S.A.,2016,2017,0.5662,6218,5593,font_heading,font_heading,0.5804
24112,Azul S.A.,2017,2018,0.8352,5593,6330,font_heading,font_heading,0.8322
24112,Azul S.A.,2018,2019,0.7846,6330,5506,font_heading,font_heading,0.7875
24112,Azul S.A.,2019,2020,0.3689,5506,7808,font_heading,font_heading,0.3824
24112,Azul S.A.,2020,2021,0.7635,7808,11428,font_heading,font_heading,0.7632
24112,Azul S.A.,2021,2022,0.6402,11428,8098,font_heading,font_heading,0.6746
24112,Azul S.A.,2022,2023,0.5829,8098,8617,font_heading,font_heading,0.6082
24112,Azul S.A.,2023,2024,0.8925,8617,6714,font_heading,font_heading,0.8924
24171,Atacadão S.A.,2016,2017,0.1497,4497,7205,regex_only,regex_only,0.3005
24171,Atacadão S.A.,2017,2018,0.1156,7205,591,regex_only,font_heading,0.1139
24171,Atacadão S.A.,2018,2019,0.1134,591,10917,font_heading,regex_only,0.1142
24171,Atacadão S.A.,2019,2020,0.1657,10917,7779,regex_only,regex_only,0.1704
24171,Atacadão S.A.,2020,2021,0.1075,7779,3251,regex_only,font_heading,0.1096
24171,Atacadão S.A.,2021,2022,0.7293,3251,6919,font_heading,font_heading,0.7322
24171,Atacadão S.A.,2022,2023,0.7364,6919,5723,font_heading,font_heading,0.7354
24171,Atacadão S.A.,2023,2024,0.3051,5723,8781,font_heading,regex_only,0.3029
24252,Smiles Fidelidade S.A.,2016,2017,0.5753,904,655,font_heading,font_heading,0.5717
24252,Smiles Fidelidade S.A.,2017,2018,0.0652,655,12053,font_heading,regex_only,0.0673
24252,Smiles Fidelidade S.A.,2018,2019,0.5254,12053,12712,regex_only,regex_only,0.5279
24252,Smiles Fidelidade S.A.,2019,2020,0.9432,12712,13325,regex_only,regex_only,0.9435
24260,SMART FIT,2016,2017,0.9421,8802,14198,font_heading,font_heading,0.9435
24260,SMART FIT,2017,2018,0.0438,14198,1238,font_heading,regex_only,0.0457
24260,SMART FIT,2018,2019,0.0999,1238,5566,regex_only,font_heading,0.1139
24260,SMART FIT,2019,2020,0.662,5566,5934,font_heading,font_heading,0.6669
24260,SMART FIT,2020,2021,0.6476,5934,11623,font_heading,font_heading,0.6674
24260,SMART FIT,2021,2022,0.6146,11623,3416,font_heading,font_heading,0.6168
24260,SMART FIT,2022,2023,0.1588,3416,818,font_heading,font_heading,0.1567
24260,SMART FIT,2023,2024,0.3796,818,939,font_heading,font_heading,0.376
24295,VIBRA,2016,2017,0.8756,26906,24992,regex_only,regex_only,0.8779
24295,VIBRA,2017,2018,0.2913,24992,10466,regex_only,regex_only,0.288
24295,VIBRA,2018,2019,0.3409,10466,2193,regex_only,regex_only,0.3474
24295,VIBRA,2019,2020,0.0874,2193,2917,regex_only,font_heading,0.0881
24295,VIBRA,2020,2021,0.1749,2917,4518,font_heading,font_heading,0.1779
24295,VIBRA,2021,2022,0.3546,4518,2209,font_heading,font_heading,0.3511
24295,VIBRA,2022,2024,0.1488,2209,7551,font_heading,regex_only,0.1449
24384,Notre Dame Intermédica Participações S.A.,2017,2018,0.7867,6756,6235,font_heading,font_heading,0.796
24384,Notre Dame Intermédica Participações S.A.,2018,2019,0.5875,6235,9299,font_heading,font_heading,0.6138
24384,Notre Dame Intermédica Participações S.A.,2019,2020,0.9161,9299,13260,font_heading,font_heading,0.9162
24392,HAPVIDA,2017,2018,0.1384,27084,5167,regex_only,regex_only,0.1387
24392,HAPVIDA,2018,2019,0.0621,5167,4043,regex_only,font_heading,0.065
24392,HAPVIDA,2019,2020,0.8429,4043,5592,font_heading,font_heading,0.8481
24392,HAPVIDA,2020,2021,0.8128,5592,8286,font_heading,font_heading,0.8099
24392,HAPVIDA,2021,2022,0.0432,8286,632,font_heading,regex_only,0.0431
24392,HAPVIDA,2022,2023,0.0269,632,14431,regex_only,font_heading,0.0271
24392,HAPVIDA,2023,2024,0.9488,14431,16114,font_heading,font_heading,0.9487
24694,Grupo SBF SA,2018,2019,0.7744,3463,2456,font_heading,font_heading,0.7875
24694,Grupo SBF SA,2019,2020,0.7019,2456,3555,font_heading,font_heading,0.7386
24694,Grupo SBF SA,2020,2022,0.1253,3555,3081,font_heading,regex_only,0.1325
24694,Grupo SBF SA,2022,2023,0.2121,3081,4195,regex_only,regex_only,0.2109
24694,Grupo SBF SA,2023,2024,0.5685,4195,4527,regex_only,regex_only,0.5704
24694,Grupo SBF SA,2024,2025,0.9675,4527,4841,regex_only,regex_only,0.9675
24716,VAMOS,2018,2019,0.6808,7425,11240,font_heading,font_heading,0.6798
24716,VAMOS,2019,2020,0.8514,11240,14101,font_heading,font_heading,0.8484
24716,VAMOS,2020,2021,0.9104,14101,15688,font_heading,font_heading,0.909
24716,VAMOS,2021,2022,0.8216,15688,17699,font_heading,font_heading,0.8258
24716,VAMOS,2022,2023,0.8894,17699,26838,font_heading,font_heading,0.8894
24716,VAMOS,2023,2024,0.4546,26838,6422,font_heading,font_heading,0.4545
24783,Natura & Co Holding S.A. (pre-restructuring parent entity),2019,2020,0.0065,9909,179,regex_only,font_heading,0.0069
24783,Natura & Co Holding S.A. (pre-restructuring parent entity),2020,2021,1.0,179,167,font_heading,font_heading,1.0
24783,Natura & Co Holding S.A. (pre-restructuring parent entity),2021,2022,1.0,167,106,font_heading,font_heading,1.0
24783,Natura & Co Holding S.A. (pre-restructuring parent entity),2022,2023,1.0,106,167,font_heading,font_heading,1.0
24783,Natura & Co Holding S.A. (pre-restructuring parent entity),2023,2024,1.0,167,167,font_heading,font_heading,1.0
24805,VIVARA S.A.,2019,2020,0.5453,4384,3098,font_heading,font_heading,0.5512
24805,VIVARA S.A.,2020,2021,0.9335,3098,2655,font_heading,font_heading,0.9335
24805,VIVARA S.A.,2021,2022,0.8585,2655,2651,font_heading,font_heading,0.8566
24805,VIVARA S.A.,2022,2023,0.9462,2651,2599,font_heading,font_heading,0.9461
24805,VIVARA S.A.,2023,2024,0.8122,2599,2468,font_heading,font_heading,0.8126
24813,,2023,2024,0.831,13017,11677,font_heading,font_heading,0.8309
24821,REDE D OR,2018,2019,0.3197,10295,72539,font_heading,font_heading,0.3396
24821,REDE D OR,2019,2020,0.5606,72539,34318,font_heading,font_heading,0.5518
24821,REDE D OR,2020,2021,0.923,34318,36125,font_heading,font_heading,0.9256
24821,REDE D OR,2021,2022,0.8708,36125,42204,font_heading,font_heading,0.8749
24821,REDE D OR,2022,2023,0.6953,42204,16114,font_heading,font_heading,0.7004
24821,REDE D OR,2023,2024,0.9729,16114,15794,font_heading,font_heading,0.9729
24848,CEA MODAS,2018,2019,0.1269,5575,12509,regex_only,regex_only,0.1366
24848,CEA MODAS,2019,2020,0.6908,12509,8566,regex_only,regex_only,0.6876
24848,CEA MODAS,2020,2021,0.1116,8566,6764,regex_only,font_heading,0.1071
24848,CEA MODAS,2021,2023,0.1104,6764,3117,font_heading,regex_only,0.1116
24910,LWSA S/A (Locaweb),2018,2019,0.2459,67958,2969,font_heading,font_heading,0.2374
24910,LWSA S/A (Locaweb),2019,2020,0.5096,2969,5682,font_heading,font_heading,0.4957
24910,LWSA S/A (Locaweb),2020,2021,0.9352,5682,5423,font_heading,font_heading,0.9387
24910,LWSA S/A (Locaweb),2021,2022,0.9509,5423,4388,font_heading,font_heading,0.9522
24910,LWSA S/A (Locaweb),2022,2023,0.9397,4388,4513,font_heading,font_heading,0.9399
24910,LWSA S/A (Locaweb),2023,2024,0.979,4513,4671,font_heading,font_heading,0.9794
24929,TIM,2018,2019,0.8683,6181,6103,font_heading,font_heading,0.8641
24929,TIM,2019,2020,0.6747,6103,7270,font_heading,font_heading,0.6726
24929,TIM,2020,2021,0.7777,7270,6616,font_heading,font_heading,0.777
24929,TIM,2021,2022,0.8311,6616,4707,font_heading,font_heading,0.8314
24929,TIM,2022,2023,0.8733,4707,3885,font_heading,font_heading,0.8781
24929,TIM,2023,2024,0.8958,3885,3870,font_heading,font_heading,0.8954
24961,Ambipar Participacoes e Empreendimentos S/A,2019,2020,0.0986,6119,685,font_heading,font_heading,0.0978
24961,Ambipar Participacoes e Empreendimentos S/A,2020,2021,0.012,685,172,font_heading,font_heading,0.0151
24961,Ambipar Participacoes e Empreendimentos S/A,2021,2022,0.1156,172,12626,font_heading,font_heading,0.1149
24961,Ambipar Participacoes e Empreendimentos S/A,2022,2023,0.0731,12626,685,font_heading,font_heading,0.0731
24961,Ambipar Participacoes e Empreendimentos S/A,2023,2024,1.0,685,688,font_heading,font_heading,1.0
25003,SIMPAR SA,2019,2020,0.6797,7645,14612,font_heading,font_heading,0.6722
25003,SIMPAR SA,2020,2021,0.5717,14612,27537,font_heading,font_heading,0.5762
25003,SIMPAR SA,2021,2022,0.7834,27537,18043,font_heading,font_heading,0.7848
25003,SIMPAR SA,2022,2023,0.8498,18043,21121,font_heading,font_heading,0.8503
25003,SIMPAR SA,2023,2024,0.7597,21121,13469,font_heading,font_heading,0.7597
25011,Grupo de Moda Soma S.A.,2020,2021,0.1574,2741,12014,font_heading,regex_only,0.1578
